"Overall","variable","sp","climate","season","method"
3.45239300418552,"ICE","AFS","CanESM2","winter","gbm"
40.1756634771658,"SST","AFS","CanESM2","winter","gbm"
9.38298129395538,"SSTg","AFS","CanESM2","winter","gbm"
8.57133229887267,"WIN","AFS","CanESM2","winter","gbm"
31.0284306304672,"WINu","AFS","CanESM2","winter","gbm"
10.7085787571023,"WINv","AFS","CanESM2","winter","gbm"
0,"CUR","AFS","CanESM2","winter","gbm"
5.22257351038131,"CURu","AFS","CanESM2","winter","gbm"
36.8267877425148,"CURv","AFS","CanESM2","winter","gbm"
100,"SSH","AFS","CanESM2","winter","gbm"
12.3729162307201,"SSHg","AFS","CanESM2","winter","gbm"
30.4699945287613,"DEP","AFS","CanESM2","winter","gbm"
