"Obs","Sim","variable","sp","season","climate","method"
1.12446350592105,1.12446350592105,"ICE","WAB","winter","GISS-E2-H-CC","svm"
45.4404660071824,45.4404660071824,"SST","WAB","winter","GISS-E2-H-CC","svm"
8.45601854607273,8.45601854607273,"WINu","WAB","winter","GISS-E2-H-CC","svm"
34.4366482263025,34.4366482263025,"WINv","WAB","winter","GISS-E2-H-CC","svm"
5.55387357570775,5.55387357570775,"WIN","WAB","winter","GISS-E2-H-CC","svm"
53.5914871572174,53.5914871572174,"CURu","WAB","winter","GISS-E2-H-CC","svm"
50.2430795772906,50.2430795772906,"CURv","WAB","winter","GISS-E2-H-CC","svm"
29.752969282388,29.752969282388,"CUR","WAB","winter","GISS-E2-H-CC","svm"
0,0,"SSTg","WAB","winter","GISS-E2-H-CC","svm"
100,100,"DEP","WAB","winter","GISS-E2-H-CC","svm"
