"Obs","Sim","variable","sp","season","climate","method"
29.6495264698474,29.6495264698474,"ICE","DMS","winter","GISS-E2-H-CC","svm"
100,100,"SST","DMS","winter","GISS-E2-H-CC","svm"
2.74698288959597,2.74698288959597,"WINu","DMS","winter","GISS-E2-H-CC","svm"
27.1400302203151,27.1400302203151,"WINv","DMS","winter","GISS-E2-H-CC","svm"
18.1275977881973,18.1275977881973,"WIN","DMS","winter","GISS-E2-H-CC","svm"
0.414790233945313,0.414790233945313,"CURu","DMS","winter","GISS-E2-H-CC","svm"
7.2465177383884,7.2465177383884,"CURv","DMS","winter","GISS-E2-H-CC","svm"
1.19489470712888,1.19489470712888,"CUR","DMS","winter","GISS-E2-H-CC","svm"
41.6711332236129,41.6711332236129,"SSTg","DMS","winter","GISS-E2-H-CC","svm"
0,0,"DEP","DMS","winter","GISS-E2-H-CC","svm"
