"Obs","Sim","variable","sp","season","climate","method"
0,0,"ICE","ORC","winter","NorESM1-M","svm"
8.90952983235667,8.90952983235667,"SST","ORC","winter","NorESM1-M","svm"
28.5818714322791,28.5818714322791,"WINu","ORC","winter","NorESM1-M","svm"
4.2981542110827,4.2981542110827,"WINv","ORC","winter","NorESM1-M","svm"
25.065484334752,25.065484334752,"WIN","ORC","winter","NorESM1-M","svm"
2.77992290281371,2.77992290281371,"CURu","ORC","winter","NorESM1-M","svm"
39.8615820771256,39.8615820771256,"CURv","ORC","winter","NorESM1-M","svm"
7.65238709646618,7.65238709646618,"CUR","ORC","winter","NorESM1-M","svm"
13.3443354707664,13.3443354707664,"SSH","ORC","winter","NorESM1-M","svm"
20.7874087592451,20.7874087592451,"SSHg","ORC","winter","NorESM1-M","svm"
10.7234502151292,10.7234502151292,"SSTg","ORC","winter","NorESM1-M","svm"
100,100,"DEP","ORC","winter","NorESM1-M","svm"
