"Overall","variable","sp","climate","season","method"
0,"ICE","ORC","MIROC-ESM","winter","rf"
2.4770447026786,"SST","ORC","MIROC-ESM","winter","rf"
3.26563782303665,"SSTg","ORC","MIROC-ESM","winter","rf"
1.61894941848686,"WINu","ORC","MIROC-ESM","winter","rf"
0.99955565714545,"WINv","ORC","MIROC-ESM","winter","rf"
22.6237822514449,"CURu","ORC","MIROC-ESM","winter","rf"
3.98807956424817,"CURv","ORC","MIROC-ESM","winter","rf"
3.79274658950248,"SSH","ORC","MIROC-ESM","winter","rf"
9.74684448530018,"SSHg","ORC","MIROC-ESM","winter","rf"
100,"DEP","ORC","MIROC-ESM","winter","rf"
